江苏省南京,2006,3174
江苏省南京,2007,2963
江苏省南京,2008,4465
江苏省南京,2009,5680
江苏省南京,2010,6801
江苏省南京,2011,9938
江苏省南京,2012,14265
江苏省南京,2013,17928
江苏省南京,2014,23127
江苏省南京,2015,23338
江苏省南京,2016,27073
江苏省南京,2017,37537
江苏省南京,2018,42257
江苏省南京,2019,42255
江苏省无锡,2003,251
江苏省无锡,2004,257
江苏省无锡,2005,421
江苏省无锡,2006,649
江苏省无锡,2007,1244
江苏省无锡,2008,2032
江苏省无锡,2009,3148
江苏省无锡,2010,5054
江苏省无锡,2011,9529
江苏省无锡,2012,13811
江苏省无锡,2013,18006
江苏省无锡,2014,21077
江苏省无锡,2015,22050
江苏省无锡,2016,30358
江苏省无锡,2017,21898
江苏省无锡,2018,18860
江苏省无锡,2019,15552
江苏省常州,2003,148
江苏省常州,2004,176
江苏省常州,2005,291
江苏省常州,2006,356
江苏省常州,2007,508
江苏省常州,2008,896
江苏省常州,2009,1168
江苏省常州,2010,2282
江苏省常州,2011,5090
江苏省常州,2012,7144
江苏省常州,2013,8602
江苏省常州,2014,9575
江苏省常州,2015,9925
江苏省常州,2016,11050
江苏省常州,2017,11347
江苏省常州,2018,12656
江苏省常州,2019,11284
江苏省苏州,2003,192
江苏省苏州,2004,343
江苏省苏州,2005,460
江苏省苏州,2006,757
江苏省苏州,2007,1349
江苏省苏州,2008,2188
江苏省苏州,2009,3372
江苏省苏州,2010,7621
江苏省苏州,2011,18683
江苏省苏州,2012,29417
江苏省苏州,2013,39944
江苏省苏州,2014,35973
江苏省苏州,2015,39520
江苏省苏州,2016,42003
江苏省苏州,2017,47915
江苏省苏州,2018,50605
江苏省苏州,2019,43474
江苏省南通,2003,60
江苏省南通,2004,101
江苏省南通,2005,152
江苏省南通,2006,206
江苏省南通,2007,290
江苏省南通,2008,489
江苏省南通,2009,830
江苏省南通,2010,4039
江苏省南通,2011,6577
江苏省南通,2012,6531
江苏省南通,2013,6294
江苏省南通,2014,6844
江苏省南通,2015,7149
江苏省南通,2016,7560
江苏省南通,2017,13136
江苏省南通,2018,13090
江苏省南通,2019,9230
江苏省盐城,2003,19
江苏省盐城,2004,43
江苏省盐城,2005,41
江苏省盐城,2006,86
江苏省盐城,2007,181
江苏省盐城,2008,213
江苏省盐城,2009,297
江苏省盐城,2010,629
江苏省盐城,2011,902
江苏省盐城,2012,1053
江苏省盐城,2013,1652
江苏省盐城,2014,2057
江苏省盐城,2015,3026
江苏省盐城,2016,4193
江苏省盐城,2017,9411
江苏省盐城,2018,10614
江苏省盐城,2019,6176
江苏省扬州,2003,35
江苏省扬州,2004,67
江苏省扬州,2005,126
江苏省扬州,2006,196
江苏省扬州,2007,204
江苏省扬州,2008,297
江苏省扬州,2009,477
江苏省扬州,2010,962
江苏省扬州,2011,2282
江苏省扬州,2012,3386
江苏省扬州,2013,4231
江苏省扬州,2014,4044
江苏省扬州,2015,4854
江苏省扬州,2016,5277
江苏省扬州,2017,8134
江苏省扬州,2018,9314
江苏省扬州,2019,6022
江苏省镇江,2003,52
江苏省镇江,2004,83
江苏省镇江,2005,151
江苏省镇江,2006,283
江苏省镇江,2007,325
江苏省镇江,2008,672
江苏省镇江,2009,850
江苏省镇江,2010,1349
江苏省镇江,2011,2481
江苏省镇江,2012,4955
江苏省镇江,2013,8003
江苏省镇江,2014,7585
江苏省镇江,2015,8386
江苏省镇江,2016,10947
江苏省镇江,2017,14612
江苏省镇江,2018,11351
江苏省镇江,2019,7101
江苏省泰州,2003,60
江苏省泰州,2004,31
江苏省泰州,2005,74
江苏省泰州,2006,240
江苏省泰州,2007,219
江苏省泰州,2008,207
江苏省泰州,2009,271
江苏省泰州,2010,565
江苏省泰州,2011,1740
江苏省泰州,2012,3283
江苏省泰州,2013,2799
江苏省泰州,2014,4266
江苏省泰州,2015,4446
江苏省泰州,2016,6233
江苏省泰州,2017,9937
江苏省泰州,2018,9618
江苏省泰州,2019,4853
浙江省杭州,2003,1267
浙江省杭州,2004,1757
浙江省杭州,2005,2720
浙江省杭州,2006,3700
浙江省杭州,2007,3740
浙江省杭州,2008,4527
浙江省杭州,2009,6105
浙江省杭州,2010,6913
浙江省杭州,2011,8525
浙江省杭州,2012,10918
浙江省杭州,2013,12892
浙江省杭州,2014,13630
浙江省杭州,2015,16509
浙江省杭州,2016,22456
浙江省杭州,2017,27035
浙江省杭州,2018,37515
浙江省杭州,2019,43653
浙江省宁波,2003,188
浙江省宁波,2004,247
浙江省宁波,2005,386
浙江省宁波,2006,741
浙江省宁波,2007,862
浙江省宁波,2008,1226
浙江省宁波,2009,1605
浙江省宁波,2010,1928
浙江省宁波,2011,3427
浙江省宁波,2012,5904
浙江省宁波,2013,7711
浙江省宁波,2014,9447
浙江省宁波,2015,12905
浙江省宁波,2016,15312
浙江省宁波,2017,19856
浙江省宁波,2018,21731
浙江省宁波,2019,16701
浙江省嘉兴,2003,25
浙江省嘉兴,2004,31
浙江省嘉兴,2005,43
浙江省嘉兴,2006,131
浙江省嘉兴,2007,153
浙江省嘉兴,2008,409
浙江省嘉兴,2009,293
浙江省嘉兴,2010,554
浙江省嘉兴,2011,932
浙江省嘉兴,2012,1429
浙江省嘉兴,2013,2258
浙江省嘉兴,2014,2825
浙江省嘉兴,2015,4672
浙江省嘉兴,2016,6882
浙江省嘉兴,2017,10271
浙江省嘉兴,2018,16497
浙江省嘉兴,2019,9347
浙江省湖州,2003,26
浙江省湖州,2004,36
浙江省湖州,2005,64
浙江省湖州,2006,106
浙江省湖州,2007,137
浙江省湖州,2008,257
浙江省湖州,2009,341
浙江省湖州,2010,676
浙江省湖州,2011,1466
浙江省湖州,2012,2035
浙江省湖州,2013,3619
浙江省湖州,2014,5469
浙江省湖州,2015,5788
浙江省湖州,2016,6151
浙江省湖州,2017,10840
浙江省湖州,2018,16037
浙江省湖州,2019,6723
浙江省绍兴,2003,38
浙江省绍兴,2004,51
浙江省绍兴,2005,76
浙江省绍兴,2006,112
浙江省绍兴,2007,188
浙江省绍兴,2008,228
浙江省绍兴,2009,386
浙江省绍兴,2010,569
浙江省绍兴,2011,1320
浙江省绍兴,2012,2020
浙江省绍兴,2013,2039
浙江省绍兴,2014,2943
浙江省绍兴,2015,4967
浙江省绍兴,2016,8756
浙江省绍兴,2017,12464
浙江省绍兴,2018,8705
浙江省绍兴,2019,7454
浙江省金华,2003,29
浙江省金华,2004,45
浙江省金华,2005,60
浙江省金华,2006,57
浙江省金华,2007,115
浙江省金华,2008,160
浙江省金华,2009,188
浙江省金华,2010,356
浙江省金华,2011,1098
浙江省金华,2012,1392
浙江省金华,2013,1636
浙江省金华,2014,1494
浙江省金华,2015,1966
浙江省金华,2016,3372
浙江省金华,2017,5252
浙江省金华,2018,7968
浙江省金华,2019,6819
浙江省舟山,2003,21
浙江省舟山,2004,10
浙江省舟山,2005,31
浙江省舟山,2006,27
浙江省舟山,2007,44
浙江省舟山,2008,57
浙江省舟山,2009,94
浙江省舟山,2010,182
浙江省舟山,2011,372
浙江省舟山,2012,453
浙江省舟山,2013,541
浙江省舟山,2014,1039
浙江省舟山,2015,1231
浙江省舟山,2016,1443
浙江省舟山,2017,1813
浙江省舟山,2018,1556
浙江省舟山,2019,1446
浙江省台州,2003,54
浙江省台州,2004,71
浙江省台州,2005,127
浙江省台州,2006,198
浙江省台州,2007,224
浙江省台州,2008,264
浙江省台州,2009,352
浙江省台州,2010,785
浙江省台州,2011,1135
浙江省台州,2012,1340
浙江省台州,2013,1805
浙江省台州,2014,1826
浙江省台州,2015,2501
浙江省台州,2016,3578
浙江省台州,2017,5060
浙江省台州,2018,6873
浙江省台州,2019,5979
安徽省合肥,2003,295
安徽省合肥,2004,321
安徽省合肥,2005,427
安徽省合肥,2006,558
安徽省合肥,2007,526
安徽省合肥,2008,822
安徽省合肥,2009,1241
安徽省合肥,2010,1891
安徽省合肥,2011,3204
安徽省合肥,2012,4491
安徽省合肥,2013,7116
安徽省合肥,2014,11794
安徽省合肥,2015,15112
安徽省合肥,2016,23362
安徽省合肥,2017,33989
安徽省合肥,2018,36363
安徽省合肥,2019,24591
安徽省芜湖,2003,12
安徽省芜湖,2004,42
安徽省芜湖,2005,73
安徽省芜湖,2006,151
安徽省芜湖,2007,351
安徽省芜湖,2008,770
安徽省芜湖,2009,961
安徽省芜湖,2010,1079
安徽省芜湖,2011,1838
安徽省芜湖,2012,3215
安徽省芜湖,2013,5641
安徽省芜湖,2014,9044
安徽省芜湖,2015,11928
安徽省芜湖,2016,15874
安徽省芜湖,2017,18711
安徽省芜湖,2018,28062
安徽省芜湖,2019,7652
安徽省马鞍山,2003,13
安徽省马鞍山,2004,50
安徽省马鞍山,2005,104
安徽省马鞍山,2006,83
安徽省马鞍山,2007,87
安徽省马鞍山,2008,155
安徽省马鞍山,2009,145
安徽省马鞍山,2010,233
安徽省马鞍山,2011,425
安徽省马鞍山,2012,927
安徽省马鞍山,2013,1922
安徽省马鞍山,2014,2992
安徽省马鞍山,2015,3454
安徽省马鞍山,2016,4957
安徽省马鞍山,2017,5722
安徽省马鞍山,2018,6112
安徽省马鞍山,2019,4875
安徽省铜陵,2003,16
安徽省铜陵,2004,2
安徽省铜陵,2005,16
安徽省铜陵,2006,30
安徽省铜陵,2007,24
安徽省铜陵,2008,46
安徽省铜陵,2009,146
安徽省铜陵,2010,234
安徽省铜陵,2011,358
安徽省铜陵,2012,616
安徽省铜陵,2013,1358
安徽省铜陵,2014,1134
安徽省铜陵,2015,1647
安徽省铜陵,2016,1901
安徽省铜陵,2017,1581
安徽省铜陵,2018,1864
安徽省铜陵,2019,945
安徽省安庆,2003,8
安徽省安庆,2004,16
安徽省安庆,2005,18
安徽省安庆,2006,15
安徽省安庆,2007,25
安徽省安庆,2008,22
安徽省安庆,2009,49
安徽省安庆,2010,84
安徽省安庆,2011,150
安徽省安庆,2012,228
安徽省安庆,2013,1116
安徽省安庆,2014,2412
安徽省安庆,2015,6080
安徽省安庆,2016,10961
安徽省安庆,2017,4171
安徽省安庆,2018,5370
安徽省安庆,2019,2980
安徽省滁州,2003,4
安徽省滁州,2004,3
安徽省滁州,2005,6
安徽省滁州,2006,16
安徽省滁州,2007,25
安徽省滁州,2008,40
安徽省滁州,2009,56
安徽省滁州,2010,95
安徽省滁州,2011,272
安徽省滁州,2012,1096
安徽省滁州,2013,2483
安徽省滁州,2014,3988
安徽省滁州,2015,5153
安徽省滁州,2016,7457
安徽省滁州,2017,6316
安徽省滁州,2018,7098
安徽省滁州,2019,3215
安徽省池州,2003,2
安徽省池州,2004,7
安徽省池州,2005,4
安徽省池州,2006,9
安徽省池州,2007,11
安徽省池州,2008,12
安徽省池州,2009,21
安徽省池州,2010,56
安徽省池州,2011,178
安徽省池州,2012,290
安徽省池州,2013,595
安徽省池州,2014,1073
安徽省池州,2015,1506
安徽省池州,2016,1860
安徽省池州,2017,1464
安徽省池州,2018,1739
安徽省池州,2019,512
安徽省宣城,2003,10
安徽省宣城,2004,4
安徽省宣城,2005,7
安徽省宣城,2006,12
安徽省宣城,2007,10
安徽省宣城,2008,7
安徽省宣城,2009,14
安徽省宣城,2010,39
安徽省宣城,2011,159
安徽省宣城,2012,837
安徽省宣城,2013,1433
安徽省宣城,2014,2290
安徽省宣城,2015,2296
安徽省宣城,2016,2514
安徽省宣城,2017,2647
安徽省宣城,2018,3888
安徽省宣城,2019,1756
广东省广州,2003,1387
广东省广州,2004,1496
广东省广州,2005,1820
广东省广州,2006,2491
广东省广州,2007,2791
广东省广州,2008,3816
广东省广州,2009,4791
广东省广州,2010,5891
广东省广州,2011,7441
广东省广州,2012,9248
广东省广州,2013,11395
广东省广州,2014,13801
广东省广州,2015,18491
广东省广州,2016,29236
广东省广州,2017,39139
广东省广州,2018,50274
广东省广州,2019,46108
广东省深圳,2003,3552
广东省深圳,2004,5162
广东省深圳,2005,9109
广东省深圳,2006,14439
广东省深圳,2007,17744
广东省深圳,2008,18811
广东省深圳,2009,21116
广东省深圳,2010,22674
广东省深圳,2011,26878
广东省深圳,2012,31379
广东省深圳,2013,32363
广东省深圳,2014,31532
广东省深圳,2015,38175
广东省深圳,2016,54453
广东省深圳,2017,67028
广东省深圳,2018,76282
广东省深圳,2019,80573
广东省珠海,2003,126
广东省珠海,2004,122
广东省珠海,2005,245
广东省珠海,2006,355
广东省珠海,2007,426
广东省珠海,2008,458
广东省珠海,2009,593
广东省珠海,2010,792
广东省珠海,2011,1394
广东省珠海,2012,2189
广东省珠海,2013,2670
广东省珠海,2014,3080
广东省珠海,2015,4439
广东省珠海,2016,7300
广东省珠海,2017,8717
广东省珠海,2018,13285
广东省珠海,2019,14876
广东省佛山,2003,182
广东省佛山,2004,382
广东省佛山,2005,1087
广东省佛山,2006,1498
广东省佛山,2007,1307
广东省佛山,2008,1486
广东省佛山,2009,1726
广东省佛山,2010,1981
广东省佛山,2011,2515
广东省佛山,2012,3030
广东省佛山,2013,4192
广东省佛山,2014,6850
广东省佛山,2015,10854
广东省佛山,2016,16715
广东省佛山,2017,27424
广东省佛山,2018,31228
广东省佛山,2019,16210
广东省惠州,2003,86
广东省惠州,2004,144
广东省惠州,2005,240
广东省惠州,2006,39
广东省惠州,2007,95
广东省惠州,2008,219
广东省惠州,2009,345
广东省惠州,2010,784
广东省惠州,2011,1162
广东省惠州,2012,1544
广东省惠州,2013,2296
广东省惠州,2014,3170
广东省惠州,2015,4397
广东省惠州,2016,5882
广东省惠州,2017,7642
广东省惠州,2018,4738
广东省惠州,2019,4537
广东省东莞,2003,83
广东省东莞,2004,164
广东省东莞,2005,257
广东省东莞,2006,504
广东省东莞,2007,760
广东省东莞,2008,1066
广东省东莞,2009,1487
广东省东莞,2010,4119
广东省东莞,2011,2581
广东省东莞,2012,5346
广东省东莞,2013,5864
广东省东莞,2014,6854
广东省东莞,2015,10674
广东省东莞,2016,16624
广东省东莞,2017,22413
广东省东莞,2018,24960
广东省东莞,2019,20156
广东省中山,2003,47
广东省中山,2004,96
广东省中山,2005,103
广东省中山,2006,177
广东省中山,2007,274
广东省中山,2008,513
广东省中山,2009,606
广东省中山,2010,906
广东省中山,2011,1154
广东省中山,2012,1672
广东省中山,2013,2257
广东省中山,2014,2897
广东省中山,2015,4221
广东省中山,2016,6222
广东省中山,2017,8201
广东省中山,2018,7809
广东省中山,2019,5641
广东省江门,2003,60
广东省江门,2004,74
广东省江门,2005,61
广东省江门,2006,129
广东省江门,2007,105
广东省江门,2008,213
广东省江门,2009,285
广东省江门,2010,404
广东省江门,2011,704
广东省江门,2012,1033
广东省江门,2013,1497
广东省江门,2014,1839
广东省江门,2015,2273
广东省江门,2016,2871
广东省江门,2017,5473
广东省江门,2018,4504
广东省江门,2019,2945
广东省肇庆,2003,34
广东省肇庆,2004,36
广东省肇庆,2005,22
广东省肇庆,2006,27
广东省肇庆,2007,22
广东省肇庆,2008,59
广东省肇庆,2009,71
广东省肇庆,2010,114
广东省肇庆,2011,244
广东省肇庆,2012,278
广东省肇庆,2013,240
广东省肇庆,2014,320
广东省肇庆,2015,394
广东省肇庆,2016,799
广东省肇庆,2017,2001
广东省肇庆,2018,2274
广东省肇庆,2019,1624
湖北省武汉,2003,1095
湖北省武汉,2004,1148
湖北省武汉,2005,1284
湖北省武汉,2006,1741
湖北省武汉,2007,2192
湖北省武汉,2008,2750
湖北省武汉,2009,3726
湖北省武汉,2010,4212
湖北省武汉,2011,5696
湖北省武汉,2012,7475
湖北省武汉,2013,8876
湖北省武汉,2014,10961
湖北省武汉,2015,14003
湖北省武汉,2016,19298
湖北省武汉,2017,24514
湖北省武汉,2018,29399
湖北省武汉,2019,33128
湖北省黄石,2003,18
湖北省黄石,2004,16
湖北省黄石,2005,26
湖北省黄石,2006,79
湖北省黄石,2007,68
湖北省黄石,2008,60
湖北省黄石,2009,58
湖北省黄石,2010,88
湖北省黄石,2011,239
湖北省黄石,2012,713
湖北省黄石,2013,860
湖北省黄石,2014,833
湖北省黄石,2015,1137
湖北省黄石,2016,1366
湖北省黄石,2017,2045
湖北省黄石,2018,2111
湖北省黄石,2019,1227
湖北省鄂州,2003,11
湖北省鄂州,2004,9
湖北省鄂州,2005,40
湖北省鄂州,2006,45
湖北省鄂州,2007,63
湖北省鄂州,2008,52
湖北省鄂州,2009,70
湖北省鄂州,2010,28
湖北省鄂州,2011,49
湖北省鄂州,2012,131
湖北省鄂州,2013,262
湖北省鄂州,2014,392
湖北省鄂州,2015,566
湖北省鄂州,2016,724
湖北省鄂州,2017,913
湖北省鄂州,2018,486
湖北省鄂州,2019,477
湖北省黄冈,2003,3
湖北省黄冈,2004,4
湖北省黄冈,2005,3
湖北省黄冈,2006,15
湖北省黄冈,2007,11
湖北省黄冈,2008,17
湖北省黄冈,2009,26
湖北省黄冈,2010,33
湖北省黄冈,2011,94
湖北省黄冈,2012,206
湖北省黄冈,2013,318
湖北省黄冈,2014,396
湖北省黄冈,2015,486
湖北省黄冈,2016,841
湖北省黄冈,2017,1256
湖北省黄冈,2018,1733
湖北省黄冈,2019,1253
湖北省孝感,2003,7
湖北省孝感,2004,1
湖北省孝感,2005,9
湖北省孝感,2006,21
湖北省孝感,2007,24
湖北省孝感,2008,33
湖北省孝感,2009,39
湖北省孝感,2010,120
湖北省孝感,2011,187
湖北省孝感,2012,262
湖北省孝感,2013,361
湖北省孝感,2014,468
湖北省孝感,2015,787
湖北省孝感,2016,1398
湖北省孝感,2017,2698
湖北省孝感,2018,2382
湖北省孝感,2019,1032
湖北省咸宁,2003,5
湖北省咸宁,2004,2
湖北省咸宁,2005,5
湖北省咸宁,2006,44
湖北省咸宁,2007,11
湖北省咸宁,2008,21
湖北省咸宁,2009,14
湖北省咸宁,2010,32
湖北省咸宁,2011,64
湖北省咸宁,2012,159
湖北省咸宁,2013,211
湖北省咸宁,2014,202
湖北省咸宁,2015,314
湖北省咸宁,2016,663
湖北省咸宁,2017,970
湖北省咸宁,2018,824
湖北省咸宁,2019,568
湖北省仙桃,2003,3
湖北省仙桃,2004,4
湖北省仙桃,2005,7
湖北省仙桃,2006,22
湖北省仙桃,2007,20
湖北省仙桃,2008,33
湖北省仙桃,2009,40
湖北省仙桃,2010,37
湖北省仙桃,2011,21
湖北省仙桃,2012,71
湖北省仙桃,2013,104
湖北省仙桃,2014,112
湖北省仙桃,2015,89
湖北省仙桃,2016,278
湖北省仙桃,2017,469
湖北省仙桃,2018,221
湖北省仙桃,2019,120
湖北省潜江,2003,17
湖北省潜江,2004,3
湖北省潜江,2005,5
湖北省潜江,2006,8
湖北省潜江,2007,9
湖北省潜江,2008,12
湖北省潜江,2009,22
湖北省潜江,2010,24
湖北省潜江,2011,15
湖北省潜江,2012,27
湖北省潜江,2013,34
湖北省潜江,2014,32
湖北省潜江,2015,64
湖北省潜江,2016,299
湖北省潜江,2017,397
湖北省潜江,2018,104
湖北省潜江,2019,85
湖北省天门,2003,4
湖北省天门,2004,4
湖北省天门,2005,6
湖北省天门,2006,15
湖北省天门,2007,8
湖北省天门,2008,17
湖北省天门,2009,21
湖北省天门,2010,12
湖北省天门,2011,13
湖北省天门,2012,13
湖北省天门,2013,32
湖北省天门,2014,21
湖北省天门,2015,37
湖北省天门,2016,40
湖北省天门,2017,556
湖北省天门,2018,950
湖北省天门,2019,540
湖北省襄阳,2003,1
湖北省襄阳,2004,1
湖北省襄阳,2005,3
湖北省襄阳,2006,1
湖北省襄阳,2007,1
湖北省襄阳,2008,2
湖北省襄阳,2009,2
湖北省襄阳,2010,9
湖北省襄阳,2011,349
湖北省襄阳,2012,88
湖北省襄阳,2013,103
湖北省襄阳,2014,116
湖北省襄阳,2015,189
湖北省襄阳,2016,197
湖北省襄阳,2017,1296
湖北省襄阳,2018,3131
湖北省襄阳,2019,2081
湖北省宜昌,2003,34
湖北省宜昌,2004,26
湖北省宜昌,2005,79
湖北省宜昌,2006,115
湖北省宜昌,2007,194
湖北省宜昌,2008,328
湖北省宜昌,2009,330
湖北省宜昌,2010,346
湖北省宜昌,2011,410
湖北省宜昌,2012,897
湖北省宜昌,2013,1119
湖北省宜昌,2014,1599
湖北省宜昌,2015,1678
湖北省宜昌,2016,3401
湖北省宜昌,2017,3726
湖北省宜昌,2018,2968
湖北省宜昌,2019,1923
湖北省荆州,2003,13
湖北省荆州,2004,25
湖北省荆州,2005,33
湖北省荆州,2006,21
湖北省荆州,2007,73
湖北省荆州,2008,67
湖北省荆州,2009,84
湖北省荆州,2010,127
湖北省荆州,2011,145
湖北省荆州,2012,174
湖北省荆州,2013,262
湖北省荆州,2014,262
湖北省荆州,2015,490
湖北省荆州,2016,608
湖北省荆州,2017,1289
湖北省荆州,2018,1129
湖北省荆州,2019,921
湖北省荆门,2003,37
湖北省荆门,2004,17
湖北省荆门,2005,26
湖北省荆门,2006,36
湖北省荆门,2007,35
湖北省荆门,2008,41
湖北省荆门,2009,63
湖北省荆门,2010,64
湖北省荆门,2011,109
湖北省荆门,2012,177
湖北省荆门,2013,193
湖北省荆门,2014,201
湖北省荆门,2015,323
湖北省荆门,2016,760
湖北省荆门,2017,1557
湖北省荆门,2018,1850
湖北省荆门,2019,1026
湖南省长沙,2003,2132
湖南省长沙,2004,2010
湖南省长沙,2005,1367
湖南省长沙,2006,1563
湖南省长沙,2007,1410
湖南省长沙,2008,1692
湖南省长沙,2009,2174
湖南省长沙,2010,3013
湖南省长沙,2011,4542
湖南省长沙,2012,5374
湖南省长沙,2013,5801
湖南省长沙,2014,6911
湖南省长沙,2015,8588
湖南省长沙,2016,12501
湖南省长沙,2017,18174
湖南省长沙,2018,18442
湖南省长沙,2019,17397
湖南省株洲,2003,98
湖南省株洲,2004,109
湖南省株洲,2005,100
湖南省株洲,2006,158
湖南省株洲,2007,242
湖南省株洲,2008,229
湖南省株洲,2009,318
湖南省株洲,2010,412
湖南省株洲,2011,681
湖南省株洲,2012,804
湖南省株洲,2013,1112
湖南省株洲,2014,1484
湖南省株洲,2015,1802
湖南省株洲,2016,2179
湖南省株洲,2017,3115
湖南省株洲,2018,2990
湖南省株洲,2019,3592
湖南省湘潭,2003,87
湖南省湘潭,2004,87
湖南省湘潭,2005,104
